train_id,region,season,train_type,train_age_years,average_speed_kmph,distance_travelled_km,ambient_temperature_c,humidity_percent,rainfall_mm,wheel_wear_percent,track_vibration_level,rail_wear_mm,bearing_temperature_c,axle_temperature_c,brake_pad_wear_percent,brake_pressure_psi,battery_voltage,last_maintenance_days,sensor_health_index,inspection_score,delay_minutes,failure_type,maintenance_required,failure_severity,risk_score
138,Western Railway,Winter,Passenger,5,88.81672365472534,212037,18.9,42.3,1.9,33.2,3.84,5.42,76.6,52.9,26.3,95.7,26.0,328,35.9,40.0,9.9,None,0,None,85.5
139,South Central Railway,Summer,Express,21,85.44158067920259,143279,39.2,50.5,7.1,46.1,2.06,8.67,,76.0,55.4,94.2,25.17,253,31.6,40.8,10.5,None,0,None,94.1
140,South Central Railway,Summer,Passenger,32,61.65765164277414,278242,41.6,40.2,4.6,62.8,5.16,16.06,91.4,77.9,66.2,85.2,23.63,68,84.6,84.2,1.1,Track Defect,1,Medium,66.5
141,Southern Railway,Winter,Freight,13,52.28756625408141,42260,17.7,54.2,4.5,36.4,4.19,8.13,63.7,60.4,37.6,97.2,24.7,216,62.3,60.6,7.2,Signal Failure,1,Low,71.8
142,South Central Railway,Summer,Passenger,14,62.261385561357436,51262,34.6,53.4,1.0,30.3,2.09,6.34,71.5,60.1,23.1,92.6,22.23,109,83.6,91.4,4.5,None,0,None,49.4
143,Western Railway,Winter,Passenger,24,107.17586452929805,119608,27.1,41.0,1.6,56.1,2.98,11.45,85.1,53.3,61.2,81.0,24.75,84,85.0,71.4,4.0,None,0,None,69.2
144,Central Railway,Summer,Passenger,6,81.60456447078997,112117,46.5,52.3,7.7,6.8,1.85,6.26,62.7,59.9,22.6,113.5,21.76,48,91.3,93.3,4.3,None,0,None,40.4
145,Central Railway,Summer,Passenger,7,72.27259970852907,163464,30.8,53.3,2.6,,2.97,6.97,72.4,66.2,10.7,105.7,23.92,97,86.7,70.6,13.1,None,0,None,57.9
146,Southern Railway,Winter,Passenger,13,78.15283001664422,84923,21.5,47.9,9.5,45.0,2.85,11.73,85.6,69.7,45.8,95.1,23.15,354,23.1,40.0,0.2,None,0,None,95.2
147,South Central Railway,Winter,Metro,21,39.669963064750064,117932,21.7,50.6,3.1,,3.25,7.77,64.9,62.5,50.2,90.9,25.01,54,75.5,71.5,7.2,None,0,None,67.2
148,Central Railway,Monsoon,Metro,28,47.79140151168474,80343,29.8,63.7,45.8,54.7,4.26,11.82,68.7,61.8,73.5,87.2,23.46,131,66.5,55.4,24.7,None,0,None,82.6
149,Central Railway,Summer,Passenger,34,75.41733323750825,46524,33.3,72.8,4.8,52.4,4.23,13.59,78.8,72.2,87.0,76.0,21.0,56,73.9,77.4,7.0,None,0,None,73.0
150,Southern Railway,Summer,Express,12,96.61947476814399,28875,38.5,59.8,2.0,42.5,3.74,6.73,65.9,60.0,20.6,107.7,25.42,211,58.8,57.0,2.7,None,0,None,73.3
151,Central Railway,Summer,Passenger,3,87.03547334325454,82532,39.0,67.6,2.3,4.2,1.31,2.22,55.5,49.3,20.7,102.4,24.57,206,59.3,71.9,2.9,Wheel Defect,1,High,57.6
152,South Central Railway,Summer,Metro,30,61.102372161432726,41179,44.8,57.7,1.9,42.5,3.77,11.72,,120.42000000000002,61.2,69.4,24.33,176,66.2,54.0,10.2,None,0,None,78.4
153,Southern Railway,Monsoon,Freight,20,32.81165267125437,17457,27.1,78.6,53.7,65.8,4.57,12.74,83.4,70.8,43.0,91.0,21.48,50,87.4,76.2,6.6,Brake Failure,1,High,66.2
154,Central Railway,Summer,Metro,14,72.43710385927376,61005,41.9,73.1,0.2,26.3,2.17,7.33,77.6,68.1,13.8,110.5,21.29,124,81.5,70.5,1.9,None,0,None,56.0
155,Western Railway,Monsoon,Passenger,10,86.06754231124438,99309,30.5,86.3,58.0,18.4,2.05,4.37,69.5,54.2,43.6,96.3,26.35,348,25.2,40.0,19.4,None,0,None,87.6
156,Northern Railway,Winter,Freight,22,65.42037581862603,56872,18.9,47.7,4.2,59.5,4.4,9.12,78.2,70.5,38.9,106.9,23.88,78,74.8,69.3,19.4,None,0,None,70.6
157,South Central Railway,Monsoon,Passenger,8,84.55932673522109,72572,26.3,80.2,30.3,16.3,2.57,5.55,60.6,59.2,21.3,97.9,,282,36.1,40.0,12.3,Signal Failure,1,Medium,80.5
158,Southern Railway,Summer,Passenger,8,62.23969105215244,56701,34.4,57.4,7.3,22.2,,10.69,60.4,58.7,35.6,90.9,23.53,8,95.6,100.0,7.6,None,0,None,42.2
159,Southern Railway,Winter,Passenger,5,65.23401192229,169284,21.5,70.4,2.5,27.1,1.36,5.03,55.3,65.3,6.9,112.9,22.89,56,84.5,74.1,16.2,None,0,None,52.8
160,Southern Railway,Winter,Express,1,133.15395371440417,29933,25.7,49.6,0.2,0.0,0.78,3.66,,63.4,22.1,124.1,25.19,101,80.6,85.8,4.5,None,0,None,44.8
161,Southern Railway,Summer,Express,14,100.73351715059508,68880,37.8,68.3,10.2,30.2,2.82,6.85,68.0,40.9,53.9,98.7,25.22,175,73.0,77.3,19.4,None,0,None,62.8
162,Southern Railway,Winter,Passenger,34,69.8599030004185,280906,23.6,49.6,9.1,68.6,5.12,15.87,67.3,86.5,59.7,82.2,25.34,200,48.5,46.5,2.9,Track Defect,1,High,92.9
163,Central Railway,Summer,Freight,8,53.99627562189496,74999,45.7,55.5,12.1,5.1,2.66,3.38,67.0,45.6,52.1,93.0,25.83,70,82.8,74.9,7.8,None,0,None,54.3
164,Northern Railway,Summer,Passenger,17,63.66333938280804,380449,33.2,77.2,11.9,48.7,2.87,10.91,80.0,60.7,75.7,75.5,24.09,112,64.2,67.6,4.7,None,0,None,77.2
165,Central Railway,Summer,Express,22,78.98597864565804,116372,40.7,48.4,1.5,62.7,5.57,8.57,86.3,71.3,46.0,94.3,21.93,156,75.7,98.9,11.8,None,0,None,60.3
166,Southern Railway,Winter,Passenger,8,68.07143603460233,17463,17.5,72.6,2.1,25.2,3.13,6.02,,62.9,56.1,80.6,24.84,73,90.1,79.7,35.5,None,0,None,55.8
167,Central Railway,Summer,Express,5,140.9074555882384,57169,35.7,60.5,0.6,19.5,1.84,4.72,55.2,57.9,17.0,111.5,25.66,82,73.8,79.6,1.3,None,0,None,53.4
168,South Central Railway,Winter,Passenger,12,72.21876562752615,77289,19.0,40.2,6.1,53.4,,5.93,81.1,65.1,25.0,97.5,27.96,92,73.2,58.2,8.3,Track Defect,1,High,71.8
169,Eastern Railway,Summer,Passenger,25,52.01984143028888,59584,44.9,63.4,10.7,28.3,2.33,11.13,70.7,57.4,62.4,81.4,,343,33.2,43.1,5.0,None,0,None,89.3
170,Central Railway,Monsoon,Passenger,20,90.62740085983636,86551,32.5,87.2,39.3,52.7,2.8,8.13,70.2,53.5,50.5,88.2,25.33,286,43.0,44.5,27.1,None,0,None,90.1
171,Northern Railway,Summer,Metro,2,50.925191291109556,307082,38.9,57.3,5.2,24.5,,2.61,66.9,59.6,0.0,128.0,20.14,7,100.0,96.6,3.4,None,0,None,37.5
172,South Central Railway,Monsoon,Express,23,111.9557870664217,111361,34.0,60.6,28.8,63.2,3.12,12.16,,60.6,45.3,105.2,26.81,132,76.8,80.8,45.0,None,0,None,67.2
173,Eastern Railway,Monsoon,Express,19,137.6425855717825,205784,28.2,62.4,112.2,52.4,5.52,11.74,86.5,57.2,45.1,77.7,23.66,215,52.1,71.4,12.5,None,0,None,75.7
174,Southern Railway,Summer,Freight,4,56.577887294694875,109442,41.3,64.5,4.6,26.3,3.5,9.59,75.7,63.3,9.6,111.2,23.12,217,56.1,68.8,6.5,None,0,None,63.7
175,Western Railway,Winter,Passenger,21,73.69436500387346,164016,14.6,19.7,3.7,71.2,5.19,10.72,95.9,74.9,51.9,99.9,24.35,186,66.6,65.4,9.4,Wheel Defect,1,Low,79.5
176,Central Railway,Monsoon,Express,28,117.20312721083711,102734,26.8,55.5,112.3,62.7,5.83,17.2,105.0,61.7,67.4,94.5,23.82,323,23.9,40.0,47.0,Track Defect,1,Medium,100.0
177,Northern Railway,Monsoon,Freight,29,67.54235167705744,156840,25.6,83.3,162.2,59.6,5.3,11.91,87.2,63.2,37.6,94.8,25.99,357,36.0,57.5,14.1,None,0,None,86.8
178,Southern Railway,Winter,Passenger,19,57.41145366579021,29420,19.1,35.5,0.7,50.0,3.49,7.21,82.8,51.9,35.5,92.1,23.54,294,32.2,40.0,1.9,None,0,None,92.2
179,Western Railway,Monsoon,Freight,24,54.13026391125313,171467,31.3,91.0,87.0,49.8,3.83,10.29,,72.0,31.3,109.1,26.52,185,58.4,76.4,46.0,None,0,None,69.1
180,South Central Railway,Winter,Passenger,10,53.90368801019244,259042,22.5,52.0,2.5,35.1,,8.52,67.4,66.4,52.0,83.2,24.7,69,85.0,73.2,1.4,None,0,None,61.8
181,Eastern Railway,Monsoon,Passenger,12,51.95819605152784,106073,32.9,84.6,66.5,42.8,2.3,7.7,65.8,102.24,30.2,111.8,25.25,320,31.0,40.0,37.4,None,0,None,89.9
182,Western Railway,Summer,Passenger,26,74.86579953088066,168461,34.4,60.6,,64.0,3.45,9.5,82.5,64.8,55.2,91.1,21.86,140,72.3,77.6,4.2,None,0,None,71.5
183,Northern Railway,Monsoon,Passenger,5,75.7942143047965,187425,28.0,77.7,56.4,,2.19,7.12,57.3,65.2,17.2,115.3,26.05,9,90.0,93.0,20.0,None,0,None,47.2
184,South Central Railway,Summer,Express,7,112.39385788297527,101254,34.7,56.0,5.6,32.6,2.68,6.87,60.5,51.2,48.7,95.7,22.4,210,59.5,66.5,8.7,None,0,None,71.0
185,Central Railway,Summer,Express,6,74.68623978754358,17666,32.1,61.0,2.8,16.8,3.25,8.35,61.1,69.5,40.7,98.0,22.62,194,58.4,56.6,5.9,None,0,None,70.2
186,Central Railway,Winter,Passenger,19,76.74756935405233,152604,24.4,52.0,1.9,51.2,4.21,6.88,164.52,74.8,65.0,82.0,23.07,113,77.5,81.5,4.3,None,0,None,66.7
187,Western Railway,Summer,Passenger,28,87.5754688139606,71142,38.4,62.4,16.2,70.6,,13.27,98.2,75.7,77.0,84.6,24.26,210,58.2,59.1,8.2,Bearing Failure,1,Medium,88.1
188,Northern Railway,Summer,Freight,26,42.87509673445819,126897,40.5,50.1,8.1,53.1,2.56,12.0,90.6,67.9,72.0,78.5,24.91,346,29.1,42.8,6.2,None,0,None,98.2
189,South Central Railway,Winter,Express,23,111.38944542597719,151058,17.9,47.2,3.2,42.0,5.21,18.79,72.2,53.3,59.9,77.3,27.85,236,41.5,52.7,8.4,Track Defect,1,Low,86.0
190,Central Railway,Monsoon,Passenger,11,89.54339324944928,196987,24.8,81.1,48.2,55.1,3.54,6.75,77.5,70.5,27.8,93.5,25.43,103,73.8,82.3,23.7,None,0,None,62.9
191,Northern Railway,Monsoon,Passenger,17,80.20730287502471,86724,30.3,68.7,48.5,43.4,3.42,9.82,83.6,57.5,50.3,73.8,25.35,359,37.7,48.1,22.5,None,0,None,87.9
192,Central Railway,Winter,Express,29,127.52140487503453,45902,23.4,56.0,,57.6,4.26,14.01,86.1,67.5,58.0,89.2,25.01,38,100.0,83.8,13.2,Track Defect,1,Low,59.6
193,South Central Railway,Winter,Express,8,115.74936158198501,116193,16.9,61.0,1.2,10.3,1.47,3.97,,50.7,14.7,108.8,24.97,130,76.0,66.9,2.9,None,0,None,55.2
194,Western Railway,Winter,Passenger,8,65.84089200745562,167957,15.0,46.5,1.4,48.6,3.49,6.38,,66.7,28.7,105.6,25.24,205,64.5,58.8,5.6,None,0,None,73.6
195,Western Railway,Monsoon,Express,25,124.83984342866876,513503,24.8,97.2,69.9,64.6,,10.24,88.6,79.6,35.8,94.0,25.23,349,31.3,55.0,28.08,None,0,None,90.2
196,Eastern Railway,Summer,Passenger,12,82.6143075583098,197611,38.8,71.9,4.1,21.1,1.75,6.56,59.8,56.3,10.2,118.9,26.39,90,71.2,66.8,15.0,None,0,None,58.7
197,Southern Railway,Summer,Passenger,25,87.50014959461083,83933,34.3,46.2,25.8,59.2,4.81,10.05,80.1,73.5,38.1,92.1,26.67,317,37.0,40.0,12.7,Brake Failure,1,Medium,93.4
198,Eastern Railway,Summer,Express,12,120.2185948976779,255831,39.7,60.6,10.1,44.2,2.03,10.56,79.3,59.2,5.6,111.7,25.19,69,85.1,73.8,17.2,None,0,None,56.8
199,Southern Railway,Summer,Freight,20,56.09616018895478,63483,48.0,58.1,0.3,48.0,2.82,10.08,77.4,78.3,34.1,97.9,23.36,226,51.4,52.5,3.9,None,0,None,80.7
200,Northern Railway,Summer,Passenger,28,76.41430971584403,74020,39.3,53.7,,48.3,3.55,11.11,80.6,76.2,47.7,91.1,23.19,285,44.4,47.4,10.6,None,0,None,86.9
201,Southern Railway,Winter,Freight,25,64.83416090293854,109028,21.5,38.9,1.6,57.7,3.95,11.12,,68.7,34.8,89.2,28.35,283,38.7,58.3,6.7,None,0,None,84.7
202,Northern Railway,Summer,Freight,20,62.30010977394216,47867,40.0,58.8,2.7,53.0,4.67,9.14,82.3,64.2,17.4,109.5,27.14,83,85.2,58.7,15.7,None,0,None,66.8
203,Eastern Railway,Monsoon,Freight,9,57.948353579586005,215590,25.9,,90.0,34.5,2.85,8.43,,50.8,54.4,80.2,24.59,86,82.4,75.1,17.3,None,0,None,62.0
204,South Central Railway,Monsoon,Freight,28,57.36374178879794,1899756,25.5,,65.7,100.0,4.62,14.2,103.5,82.5,58.2,92.1,26.5,275,51.5,49.0,27.1,Track Defect,1,Low,98.7
205,Southern Railway,Summer,Freight,19,46.61497902088748,275276,39.4,54.0,,44.7,3.59,13.23,78.7,62.7,20.0,110.9,24.31,63,86.9,67.9,5.8,None,0,None,60.9
206,Eastern Railway,Summer,Express,16,91.35775640785155,36251,36.7,,9.5,45.8,3.37,6.53,73.8,60.7,30.3,91.0,27.29,327,31.2,41.1,17.1,None,0,None,90.2
207,Eastern Railway,Summer,Passenger,15,78.4157519418659,21310,33.4,46.1,1.5,43.2,4.57,8.64,86.0,63.4,39.9,89.4,22.85,53,94.7,92.8,2.9,None,0,None,51.3
208,South Central Railway,Winter,Passenger,32,89.68374299877937,159992,30.8,43.1,2.1,75.8,4.54,12.33,101.1,80.9,57.7,104.8,22.07,92,93.0,89.4,7.4,None,0,None,63.9
209,Western Railway,Winter,Metro,18,45.702150406839976,160422,24.9,88.1,3.3,40.9,3.83,9.28,,61.8,25.2,114.3,,232,51.2,64.2,10.9,None,0,None,73.0
210,Eastern Railway,Summer,Passenger,34,88.9666479844741,178455,38.1,69.0,5.0,67.6,5.51,17.81,105.4,77.3,51.1,75.1,22.18,142,70.4,71.3,10.7,Track Defect,1,Medium,74.9
211,Southern Railway,Monsoon,Express,28,103.06148770251501,14635,24.5,69.6,32.9,56.3,3.3,15.15,85.4,80.5,56.3,89.2,24.33,318,42.2,53.2,6.2,Track Defect,1,Medium,88.6
212,Northern Railway,Summer,Express,28,120.14000735344564,91963,26.1,61.6,2.5,58.1,3.81,11.47,80.5,67.6,65.3,78.4,23.98,344,32.0,40.0,9.6,Brake Failure,1,Low,98.7
213,Northern Railway,Summer,Passenger,10,59.08436994899128,35779,41.5,46.5,2.5,54.4,5.8,6.8,68.4,60.1,25.7,94.8,20.9,234,53.9,73.3,2.3,Track Defect,1,Critical,71.9
214,Southern Railway,Monsoon,Metro,7,56.46252955504062,140214,26.8,94.4,15.4,19.0,2.45,4.34,75.0,50.3,37.5,92.1,25.03,106,77.6,74.7,11.8,Track Defect,1,Medium,57.2
215,Southern Railway,Winter,Express,14,104.40292936600154,23095,19.9,47.7,1.3,32.1,2.93,8.02,68.8,65.1,42.1,90.0,24.25,340,21.0,40.0,2.4,None,0,None,92.0
216,South Central Railway,Summer,Passenger,11,76.63300798552794,36599,32.2,44.5,12.3,22.6,1.83,11.35,73.7,43.9,39.8,106.4,24.57,271,55.8,51.6,3.3,None,0,None,74.2
217,Southern Railway,Summer,Express,23,93.33269197668925,149414,36.5,50.7,3.0,72.4,6.08,15.57,107.4,78.8,67.0,79.7,24.07,248,42.4,50.9,4.5,Track Defect,1,Low,95.1
218,Central Railway,Winter,Express,14,104.64469741016383,227451,18.9,30.5,0.2,49.9,4.16,5.79,70.9,68.6,66.7,92.1,25.66,351,36.1,40.0,2.4,None,0,None,95.6
219,Western Railway,Monsoon,Freight,23,42.25634263921165,40836,35.3,88.5,87.9,64.2,4.37,10.12,72.3,74.6,39.3,101.0,25.35,255,51.1,61.6,22.2,None,0,None,82.0
220,Northern Railway,Winter,Express,28,79.08273906798661,118974,36.9,54.9,4.1,79.5,5.81,15.09,82.5,71.4,41.4,98.5,23.52,64,91.7,82.4,22.8,Track Defect,1,Medium,65.6
221,Eastern Railway,Monsoon,Passenger,31,60.62706532964488,268703,20.4,72.7,51.8,46.9,4.39,13.72,81.7,65.6,67.4,78.2,28.13,167,67.7,72.9,5.3,None,0,None,72.4
222,Southern Railway,Summer,Express,15,92.90880177444407,131409,38.8,66.4,2.1,37.1,3.32,9.29,77.3,59.7,56.0,89.5,25.17,20,95.5,70.8,2.3,Track Defect,1,Low,60.7
223,Western Railway,Winter,Express,26,117.00539564800474,96273,13.6,55.9,1.1,45.4,3.42,9.91,67.9,78.0,58.0,86.8,23.73,9,93.2,100.0,7.9,None,0,None,52.1
224,Central Railway,Winter,Freight,31,65.69606467330286,159926,14.2,45.5,0.7,71.3,3.49,12.22,102.0,76.5,80.2,73.7,24.19,345,25.3,48.5,8.8,None,0,None,100.0
225,Eastern Railway,Monsoon,Passenger,27,84.85074448247548,163824,30.2,78.4,65.2,58.1,3.94,13.3,75.8,74.5,75.0,86.9,25.67,318,39.9,63.9,17.6,None,0,None,88.2
226,Eastern Railway,Winter,Passenger,25,58.10989075379791,241103,23.8,67.7,0.3,53.1,4.21,15.44,94.0,80.5,79.0,72.7,24.89,306,40.7,58.7,2.9,Track Defect,1,High,89.4
227,Northern Railway,Summer,Express,34,110.06586580222498,354027,36.4,61.0,2.8,79.4,,14.2,85.3,82.2,82.8,79.3,25.83,164,62.8,79.6,14.3,Track Defect,1,High,81.6
228,Western Railway,Summer,Freight,4,65.51663232807982,229943,34.5,58.2,5.5,25.6,3.61,5.3,118.08,60.0,1.3,124.1,20.97,31,100.0,90.1,0.2,None,0,None,40.6
229,South Central Railway,Summer,Express,13,121.46796203855142,75546,44.5,69.5,10.1,25.7,3.88,6.48,66.2,56.9,18.6,118.2,23.28,227,57.2,65.7,18.2,Brake Failure,1,Critical,65.8
230,Western Railway,Monsoon,Metro,4,62.197735959076155,40706,23.4,75.1,42.9,28.7,2.69,2.45,58.5,60.3,38.6,104.7,25.38,16,97.6,100.0,27.3,None,0,None,43.7
231,South Central Railway,Winter,Freight,34,62.476016814561454,79209,13.5,44.3,1.4,63.4,4.84,14.42,82.2,75.7,100.0,56.2,26.08,241,56.8,62.4,2.6,Track Defect,1,Medium,88.8
232,Western Railway,Winter,Express,12,91.2543837788678,218500,23.6,,2.3,24.2,1.72,8.4,71.6,51.7,18.6,92.7,26.58,339,43.4,56.0,1.5,Brake Failure,1,Low,73.4
233,Eastern Railway,Monsoon,Passenger,9,68.0965948916225,210830,29.3,82.9,114.8,35.9,2.86,5.8,68.6,69.3,41.6,90.8,23.82,45,94.7,76.8,31.2,Brake Failure,1,Low,56.1
234,Western Railway,Monsoon,Metro,4,66.590853024164,130300,29.7,86.5,31.2,23.5,1.15,3.11,76.1,62.3,23.8,100.5,25.09,41,88.9,88.2,28.8,None,0,None,47.5
235,Northern Railway,Monsoon,Passenger,13,101.984135937019,205835,27.4,82.5,55.1,36.3,,10.45,73.5,63.0,46.1,94.2,23.68,261,56.0,67.0,11.5,None,0,None,72.4
236,Eastern Railway,Winter,Passenger,17,78.39787745625739,189236,17.8,50.6,3.5,59.2,4.56,6.5,93.9,75.4,43.5,106.2,24.68,223,54.9,65.2,1.6,None,0,None,78.8
237,South Central Railway,Summer,Freight,23,56.78704014339688,64836,37.6,65.9,9.9,52.9,3.59,10.97,82.5,66.3,50.5,82.5,25.02,172,61.0,53.6,10.0,None,0,None,81.0
238,Central Railway,Monsoon,Passenger,11,93.40881548431068,509631,35.1,90.0,32.0,38.4,2.75,5.59,103.3,44.8,32.5,113.9,25.92,255,50.2,62.7,4.0,None,0,None,74.3
239,Western Railway,Winter,Freight,19,61.78032204922503,44411,25.3,33.0,4.9,54.9,4.56,8.81,85.2,62.5,49.7,97.2,23.35,281,35.4,49.7,1.9,None,0,None,90.7
240,Central Railway,Winter,Passenger,29,72.6557588339564,12446,17.1,65.2,,46.8,5.42,12.86,77.4,65.6,53.2,84.4,25.77,326,38.7,52.2,4.3,None,0,None,87.2
241,Northern Railway,Winter,Freight,33,58.17795276519568,55149,20.0,44.1,,63.2,4.5,12.16,80.9,62.3,86.6,73.0,26.52,363,12.7,40.0,11.8,None,0,None,100.0
242,South Central Railway,Winter,Passenger,24,92.8163935144461,103110,19.7,59.2,0.4,35.9,3.39,10.82,71.5,69.1,82.8,82.4,24.33,185,56.2,69.6,5.2,Track Defect,1,Medium,76.7
243,Northern Railway,Summer,Passenger,17,89.0908576791619,183753,37.0,,17.4,54.2,4.26,6.01,91.4,68.7,75.9,68.1,22.99,254,42.6,46.8,2.4,None,0,None,93.4
244,Southern Railway,Summer,Freight,16,53.37865984161619,98972,37.7,50.1,5.5,56.0,4.53,7.98,88.9,72.5,13.0,105.7,24.29,313,33.4,40.0,4.7,None,0,None,89.9
245,Northern Railway,Summer,Freight,27,64.01905955773914,101930,35.5,56.2,5.3,67.3,5.8,11.72,91.6,74.3,31.2,107.7,25.95,142,72.1,75.2,4.5,None,0,None,69.8
246,Eastern Railway,Monsoon,Freight,6,48.622167354934355,104577,24.6,86.2,56.1,31.9,3.51,3.42,69.4,69.6,33.3,107.4,23.88,349,35.8,42.8,25.6,Bearing Failure,1,Low,85.1
247,South Central Railway,Monsoon,Passenger,5,65.35617985944516,17423,29.6,77.2,60.8,31.3,2.85,9.25,61.6,56.5,43.1,106.7,21.68,137,80.4,78.3,12.3,None,0,None,58.8
248,Western Railway,Summer,Express,18,109.31556524499554,196700,35.9,52.7,8.8,37.4,,13.23,78.1,57.7,31.2,100.3,24.69,35,90.8,98.5,10.6,None,0,None,47.4
249,Eastern Railway,Summer,Passenger,25,69.74959115528232,202746,37.4,69.5,18.3,57.6,4.42,12.3,89.5,53.9,78.8,65.5,26.18,277,39.8,45.1,7.5,None,0,None,96.3
250,South Central Railway,Summer,Freight,24,40.604938501969485,172755,44.6,47.7,2.8,47.3,3.99,15.59,78.2,73.1,52.2,100.3,22.91,206,60.6,53.5,8.4,Track Defect,1,Medium,80.1
251,Northern Railway,Monsoon,Passenger,3,96.73584118495955,156258,28.9,85.5,54.4,9.3,0.75,2.99,66.4,51.0,30.4,104.5,22.34,35,100.0,89.2,25.2,None,0,None,41.2
252,South Central Railway,Winter,Passenger,1,80.39615337392773,304122,26.3,44.8,0.9,14.7,3.1,3.79,67.3,53.9,9.4,117.9,24.61,271,38.3,40.0,8.8,None,0,None,77.6
253,Western Railway,Monsoon,Passenger,12,72.40782027449639,53607,33.9,84.0,69.6,33.3,,5.76,110.7,62.7,15.2,109.1,22.51,15,100.0,89.0,41.3,None,0,None,45.0
254,Northern Railway,Winter,Express,19,89.76946925951951,46375,13.2,53.1,7.9,38.1,0.8,9.14,70.5,61.6,43.4,85.0,27.0,197,59.8,43.4,6.5,None,0,None,80.7
255,Western Railway,Monsoon,Metro,33,56.91779633779794,68918,31.7,80.7,27.9,45.6,2.74,13.29,73.6,69.4,75.7,81.8,24.35,79,82.4,77.3,40.8,None,0,None,67.1
256,Eastern Railway,Summer,Passenger,3,66.22620482337753,104761,33.9,60.0,7.0,0.0,0.24,3.66,72.2,49.4,20.2,105.6,25.55,68,98.4,88.8,9.1,None,0,None,38.0
257,Northern Railway,Winter,Freight,26,32.12616072299056,143238,16.5,45.4,0.6,61.7,4.45,12.87,79.0,75.9,68.0,75.4,23.53,162,68.0,76.8,21.0,None,0,None,74.5
258,Central Railway,Summer,Passenger,31,82.83483537748413,51854,26.9,34.3,0.7,62.3,3.78,11.55,87.7,65.1,53.0,97.5,25.76,192,60.3,64.5,13.1,None,0,None,79.6
259,South Central Railway,Winter,Express,27,86.61426943421526,32482,18.0,,0.5,49.1,3.24,14.05,83.3,66.5,60.9,87.2,20.71,79,84.0,75.4,17.3,Track Defect,1,Low,66.0
260,Eastern Railway,Monsoon,Passenger,33,61.39593030382163,79004,27.2,83.1,40.6,46.3,4.73,12.83,68.5,70.5,74.5,71.6,24.42,62,80.3,68.4,3.5,None,0,None,71.3
261,Central Railway,Winter,Express,13,107.58085543825453,635094,21.5,43.7,1.8,49.0,3.86,8.84,71.9,53.9,19.3,123.4,25.61,127,80.2,84.1,8.2,None,0,None,57.4
262,South Central Railway,Summer,Passenger,8,82.13628876674932,105813,27.6,59.3,7.4,24.4,2.68,8.44,64.6,55.6,44.9,85.7,27.45,356,18.2,40.0,0.4,None,0,None,91.4
263,Southern Railway,Summer,Passenger,20,70.01016529221403,155029,46.9,76.5,1.9,56.1,3.43,9.27,81.7,71.6,51.3,92.1,27.84,258,49.0,51.6,2.8,Wheel Defect,1,Low,86.4
264,Southern Railway,Monsoon,Passenger,22,97.38655944438534,148994,24.0,89.4,78.3,54.1,1.86,7.94,90.4,59.0,61.7,93.5,22.59,27,95.9,78.3,19.7,None,0,None,62.7
265,Northern Railway,Summer,Express,16,92.6375273725472,147229,31.1,49.7,,37.3,2.06,14.34,76.2,64.1,37.2,106.2,25.85,90,81.2,56.0,7.1,Track Defect,1,Low,68.2
266,Southern Railway,Summer,Express,24,101.70519209453282,48561,42.7,42.9,1.7,49.2,3.62,11.76,92.3,60.2,52.4,89.2,23.18,276,47.6,52.1,6.5,None,0,None,85.0
267,Western Railway,Summer,Express,13,87.2227210110142,85273,41.8,59.2,7.9,29.0,,6.56,56.5,61.1,14.5,106.1,25.98,220,50.8,43.7,17.7,None,0,None,76.7
268,Eastern Railway,Winter,Metro,18,58.95965515281765,245544,13.4,,,68.1,3.94,11.0,87.2,64.0,57.3,87.8,24.09,242,52.8,45.6,10.7,None,0,None,91.5
269,Central Railway,Winter,Freight,17,56.37778365647023,28078,15.1,53.7,2.4,65.0,2.56,8.63,92.8,71.2,67.3,85.5,23.38,312,46.7,52.8,6.9,None,0,None,91.2
270,Northern Railway,Summer,Freight,22,34.0007873616539,199226,32.8,54.6,9.3,40.2,5.06,11.89,,54.0,25.8,108.4,26.18,339,39.7,40.0,4.3,Track Defect,1,Low,86.0
271,Northern Railway,Winter,Metro,12,48.19909770605555,50928,19.6,,2.9,,1.8,6.9,74.3,55.8,1.7,122.8,26.85,174,66.0,57.8,12.2,None,0,None,64.4
272,Western Railway,Summer,Passenger,33,82.89248338577961,54019,23.6,47.3,13.9,77.1,6.37,19.15,93.8,75.8,57.4,88.8,24.47,292,56.6,48.9,7.4,Track Defect,1,Medium,91.4
273,Central Railway,Summer,Passenger,2,73.40139847026948,321465,39.1,27.5,6.4,25.5,2.67,8.45,45.8,55.8,22.5,117.6,25.86,181,54.4,59.0,12.6,None,0,None,69.8
274,Northern Railway,Winter,Express,33,90.91181461446945,417648,20.8,62.6,1.3,97.9,5.34,20.21,93.6,77.7,81.9,66.6,24.99,259,56.4,60.9,7.7,Track Defect,1,Low,95.5
275,South Central Railway,Summer,Express,24,68.36693785363096,55752,38.4,67.3,6.5,39.6,4.05,9.89,67.1,59.1,64.1,72.2,24.92,73,87.4,94.9,9.1,Bearing Failure,1,Low,55.4
276,South Central Railway,Winter,Express,15,112.70528437340562,125074,13.4,68.5,0.2,43.2,3.9,8.17,75.2,74.7,35.5,101.6,21.39,17,100.0,86.5,2.2,None,0,None,51.5
